
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15 | ; 2014-05-22 18:30:05; uid=20130916171725; uic=60; IP=46.216.64.166; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.0.4; ru-ru; MediaPad 10 LINK Build/HuaweiMediaPad) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30 | ; 2014-06-03 11:02:35; uid=20140312081833; uic=243; IP=87.252.227.77; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.2.2; ru-ru; SAMSUNG GT-S7270 Build/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19 | ; 2014-06-03 11:24:03; uid=20140531143500; uic=8; IP=37.17.112.41; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.2.2; ru-ru; SAMSUNG GT-S7270 Build/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19 | ; 2014-06-03 11:39:31; uid=20140531143500; uic=16; IP=37.17.112.41; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-03 12:12:34; uid=20140526183014; uic=22; IP=178.124.110.6; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-03 12:13:49; uid=20140402170353; uic=96; IP=93.84.86.137; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 (Edition Campaign 47) | ; 2014-06-03 12:59:39; uid=20140602162700; uic=31; IP=178.124.109.22; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 13:03:28; uid=20140603124209; uic=10; IP=86.57.145.222; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 13:13:24; uid=20140603130150; uic=8; IP=91.149.187.105; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 13:22:20; uid=20140524174615; uic=271; IP=93.84.36.58; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; U; Distribution 00; ru) Presto/2.10.289 Version/12.01 | ; 2014-06-03 13:23:57; uid=20140528104213; uic=38; IP=86.57.197.239; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Android; Opera Mini/7.5.31657/34.2220; U; ru) Presto/2.8.119 Version/11.10 | ; 2014-06-03 13:33:14; uid=20131117181414; uic=406; IP=82.145.218.163; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-06-03 13:35:01; uid=20140416100523; uic=38; IP=81.25.47.67; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E) | ; 2014-06-03 13:36:35; uid=20140603115914; uic=11; IP=212.98.187.19; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-03 13:51:53; uid=20130718000624; uic=39; IP=93.84.54.206; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 14:28:58; uid=20140218154619; uic=118; IP=212.98.190.123; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 14:41:34; uid=20140502103737; uic=73; IP=217.21.60.46; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:24.0) Gecko/20100101 Firefox/24.0 | ; 2014-06-03 14:46:58; uid=20140603132658; uic=36; IP=217.21.59.33; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.91 (Edition Yx) | ; 2014-06-03 14:58:26; uid=20140530004945; uic=15; IP=86.57.191.20; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64; MRA 6.0 (build 5976)) Presto/2.12.388 Version/12.17 | ; 2014-06-03 15:05:51; uid=20140531121035; uic=31; IP=93.125.112.25; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1) | ; 2014-06-03 15:21:55; uid=20131004183557; uic=822; IP=87.252.227.127; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 15:29:36; uid=20140422111204; uic=13; IP=178.124.107.19; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.289 Version/12.00 | ; 2014-06-03 15:41:08; uid=20130819110129; uic=111; IP=195.50.1.122; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1; MRA 8.0 (build 6007)) Presto/2.12.388 Version/12.17 | ; 2014-06-03 15:51:26; uid=20140527113354; uic=38; IP=178.124.167.56; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0) | ; 2014-06-03 16:00:29; uid=20140603153849; uic=13; IP=46.53.176.223; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 16:24:00; uid=20140104143915; uic=346; IP=93.84.120.80; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.71 Safari/537.17 YE | ; 2014-06-03 16:43:25; uid=20140603162118; uic=9; IP=185.6.25.165; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.0.4; U8836D Build/HuaweiU8836D) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Mobile Safari/535.19 | ; 2014-06-03 16:51:24; uid=20131107173300; uic=88; IP=185.6.25.216; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53 | ; 2014-06-03 16:51:41; uid=20140603163832; uic=12; IP=46.216.244.135; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 17:05:01; uid=20140512114430; uic=23; IP=89.18.136.217; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.0.4; ru-ru; MediaPad 10 LINK Build/HuaweiMediaPad) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30 | ; 2014-06-03 17:20:50; uid=20140312081833; uic=273; IP=87.252.227.77; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 17:34:46; uid=20140514203119; uic=1171; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.0.4; ru-ru; MediaPad 10 LINK Build/HuaweiMediaPad) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30 | ; 2014-06-03 17:37:33; uid=20140312081833; uic=290; IP=87.252.227.77; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.0.4; ru-ru; MediaPad 10 LINK Build/HuaweiMediaPad) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30 | ; 2014-06-03 17:44:52; uid=20140312081833; uic=297; IP=87.252.227.77; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 2.3.5; ru-ru; x603 Build/GRJ90) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 | ; 2014-06-03 17:50:15; uid=20140527110410; uic=84; IP=37.17.112.188; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 2.3.5; ru-ru; x603 Build/GRJ90) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 | ; 2014-06-03 17:53:35; uid=20140527110410; uic=85; IP=37.17.112.188; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0 | ; 2014-06-03 18:06:32; uid=20140603175958; uic=5; IP=86.57.193.146; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-06-03 18:16:21; uid=20140602195400; uic=15; IP=178.124.206.213; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53 | ; 2014-06-03 18:30:34; uid=20140504160926; uic=129; IP=178.124.106.74; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53 | ; 2014-06-03 18:40:53; uid=20140504160926; uic=132; IP=178.124.106.74; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 18:44:36; uid=20140603182212; uic=20; IP=93.85.163.141; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.2.2; GT-P5200 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.138 Safari/537.36 | ; 2014-06-03 18:47:28; uid=20140602165224; uic=19; IP=178.124.111.0; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53 | ; 2014-06-03 18:53:08; uid=20140504160926; uic=139; IP=178.124.106.74; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0) | ; 2014-06-03 18:57:28; uid=20140603183552; uic=14; IP=93.85.137.167; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 YaBrowser/14.4.1750.13664 Safari/537.36 | ; 2014-06-03 18:59:20; uid=20140603184235; uic=27; IP=178.124.200.213; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-03 19:09:46; uid=20140529122419; uic=50; IP=213.184.250.101; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-03 19:12:36; uid=20140603185456; uic=8; IP=178.124.207.110; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53 | ; 2014-06-03 19:17:37; uid=20140504160926; uic=147; IP=178.124.106.74; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 19:30:01; uid=20140601100611; uic=29; IP=86.57.185.156; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko | ; 2014-06-03 19:34:53; uid=20140530091113; uic=10; IP=93.84.18.173; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 19:38:42; uid=20140603145639; uic=14; IP=93.125.108.109; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 OPR/22.0.1471.50 | ; 2014-06-03 19:52:40; uid=20140317104122; uic=106; IP=46.216.244.101; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17 | ; 2014-06-03 19:55:54; uid=20140603193350; uic=8; IP=93.84.3.27; page=/ad-form//
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 OPR/22.0.1471.50 | ; 2014-06-03 19:58:24; uid=20140317104122; uic=109; IP=46.216.244.101; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 2.3.4; ru-ru; SonyEricssonLT18i Build/4.0.2.A.0.62) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 | ; 2014-06-03 19:58:28; uid=20140603155559; uic=60; IP=87.252.242.72; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 20:06:59; uid=20140603195410; uic=15; IP=195.222.95.186; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 OPR/22.0.1471.50 | ; 2014-06-03 20:07:02; uid=20140317104122; uic=115; IP=46.216.244.101; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.3; ru-ru; GT-I9300 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 | ; 2014-06-03 20:07:31; uid=20140602213618; uic=21; IP=37.212.82.45; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.3; ru-ru; GT-I9300 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 | ; 2014-06-03 20:10:39; uid=20140602213618; uic=22; IP=37.212.82.45; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17 | ; 2014-06-03 20:10:42; uid=20140603193350; uic=22; IP=93.84.3.27; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-06-03 20:25:59; uid=20130630173733; uic=95; IP=178.124.111.16; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 20:28:33; uid=20130717181740; uic=28; IP=178.172.134.4; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.4.2; D6503 Build/17.1.1.A.0.402) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.138 Mobile Safari/537.36 | ; 2014-06-03 20:28:43; uid=20140511103556; uic=27; IP=66.249.81.109; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.0) Presto/2.12.388 Version/12.17 | ; 2014-06-03 20:28:56; uid=20140430220927; uic=27; IP=178.154.107.14; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53 | ; 2014-06-03 20:40:07; uid=20130622111327; uic=147; IP=46.53.193.29; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.91 (Edition Campaign 34) | ; 2014-06-03 20:43:31; uid=20140603202207; uic=14; IP=46.53.195.105; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 20:55:47; uid=20140515130640; uic=73; IP=46.53.176.203; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 YaBrowser/14.2.1700.12508 Safari/537.36 | ; 2014-06-03 21:14:54; uid=20140411200222; uic=35; IP=93.125.116.88; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.82 | ; 2014-06-03 21:40:20; uid=20140520224618; uic=12; IP=178.124.202.60; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73 | ; 2014-06-03 21:40:39; uid=20140322110334; uic=9; IP=86.57.194.95; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 21:41:44; uid=20140603203835; uic=27; IP=37.212.67.159; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 21:42:23; uid=20140601132837; uic=22; IP=93.84.27.38; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.12 | ; 2014-06-03 22:01:45; uid=20140519230820; uic=12; IP=86.57.191.113; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 22:48:45; uid=20140603222238; uic=4; IP=178.124.106.188; page=/ad-form//
Ошибка вход не выполнен.   | Opera/9.80 (Series 60; Opera Mini/7.1.32444/34.2220; U; ru) Presto/2.8.119 Version/11.10 | ; 2014-06-03 22:53:05; uid=20140603224410; uic=6; IP=82.145.209.103; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.2.0.4000 Chrome/30.0.1551.0 Safari/537.36 | ; 2014-06-03 22:55:01; uid=20140221220524; uic=36; IP=46.53.164.175; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 YaBrowser/14.2.1700.12508 Safari/537.36 | ; 2014-06-03 23:06:15; uid=20140603225142; uic=13; IP=178.120.254.188; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-04 00:11:30; uid=20140515213533; uic=231; IP=93.84.8.162; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-04 00:48:18; uid=20140405164753; uic=33; IP=86.57.193.100; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.13 | ; 2014-06-04 00:52:24; uid=20140604003358; uic=4; IP=37.215.1.191; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.2.2; PMP5101C3G_QUAD Build/PMP5101C3GQUAD.20131105.1.0.03) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.58 Safari/537.31 | ; 2014-06-04 01:04:53; uid=; uic=; IP=93.85.166.19; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-04 01:32:06; uid=20140124223433; uic=44; IP=134.17.142.126; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-04 01:39:00; uid=20140124223433; uic=52; IP=134.17.142.126; page=/ad-form/
